EventClassIDs,EventClassNames
e6e2239d-6641-4e25-af6e-433e082d4f19,Registry key removed from Registry policy
535f4ecf-9da3-4ce2-bf96-ac53b25d53f2,Registry key changed in Registry policy
19fbcb60-fb60-47f0-bfe4-dac940d87b3a,Registry key added to Registry policy
e8ce55f2-6ee1-4971-a350-aad0974fd1a3,Recovery Console: Allow Floppy Copy And Access policy changed
24f58dbd-d194-406b-8046-fb3ed47208b9,Recovery Console: Allow Automatic Administrative Logon policy changed
978f782a-7a3a-41cb-8d9a-6585e4c44e56,QoS Policy: Version changed
b4a259de-e152-45ba-ba89-227cfbc82730,QoS Policy: URL Recursive changed
289b4709-26cc-43c0-8db9-69aa1e6d1157,QoS Policy: URL changed
a316cfe1-3ece-49ad-9432-0b09013e5be5,QoS Policy: Throttle Rate changed
0fd8160f-c0f9-4747-bb5d-06aa69c1dcc9,QoS Policy: Remote Port changed
c080393c-fb52-475b-92d6-9e5330713525,QoS Policy: Remote IP Prefix Length changed
4a39f0a5-b92b-4153-ac15-fdee7adb3f10,QoS Policy: Remote IP changed
83f44050-6d87-4052-b99d-ff866c05c04c,QoS Policy: Protocol changed
a414f1ec-57ea-4b8b-b35d-be62dd6f5d7e,QoS Policy: Local Port changed
3e7d2de5-a7ca-4c3e-916e-b44c5e0c7f5f,QoS Policy: Local IP Prefix Length changed
6a5d381f-5396-43e6-9360-559d452d350d,QoS Policy: Local IP changed
e6145297-ae9e-4cf3-9dfb-2309b62f174e,QoS Policy: DSCP Value changed
59240840-bdd2-45bf-8ef3-e5e1e78c2be6,QoS Policy: Application Name changed
6b6ac1df-6ef0-4549-81b0-1de022169361,Profile System Performance policy changed
17d4851e-c94c-43e2-83ae-fabfb51c6baa,Profile Single Process policy changed
2bd34c92-9634-4f09-a8e2-89d2de2a8a60,Privilege Use: Audit Sensitive Privilege Use changed
2bd34c92-9634-4f09-a8e2-89d2de2a8a61,Privilege Use: Audit Other Privilege Use Events changed
2bd34c92-9634-4f09-a8e2-89d2de2a8a62,Privilege Use: Audit Non Sensitive Privilege Use changed
3fc845ae-fb5e-446a-b358-da795a9de855,Prevent Local Guests Group From Accessing System Log policy changed
e85b0ba9-669b-4c59-b326-b223dec118ae,Prevent Local Guests Group From Accessing Security Log policy changed
19516689-220c-4904-aaf1-7c58bde06ac2,Prevent Local Guests Group From Accessing Application Log policy changed
550a32fe-04a3-4b29-8bfa-ea8a83d93c48,Policy Change: Audit Policy Change modified
e3f99464-6f28-4739-b2dc-a5b0108fe4ef,Policy Change: Audit Other Policy Change Events modified
749945d5-f7b4-4926-a63a-8e6162afeff3,Policy Change: Audit MPSSVC Rule-Level Policy Change modified
0729169c-5d55-49af-825e-617a34c9faba,Policy Change: Audit Filtering Platform Policy Change modified
8fc99a9b-8d0e-436e-b171-895e54d0fed9,Policy Change: Audit Authorization Policy Change modified
90a0f283-6ee8-4fd3-8a06-a0adfa06e9ba,Policy Change: Audit Authentication Policy Change modified
9e2099e2-59dd-4b25-823c-6c0c926b55a7,Permissions changed on a System Services policy
94cd8529-3925-4bb5-87de-1ede208c1a54,Perform Volume Maintenance Tasks policy changed
709ffae3-46cf-4d39-ab8f-3faf1c28717b,Object Access: Audit SAM changed
85d09b2e-6205-4e90-ad56-1b1100ef8700,Object Access: Audit Registry changed
15aa692f-0a5f-4aa6-bacb-e0fe1e6daa21,Object Access: Audit Other Object Access Events changed
4fb9c6fa-875f-464f-9370-6dcf976c5f77,Object Access: Audit Kernel Object changed
012ea34b-f543-42b1-b4f8-a15577d996c2,Object Access: Audit Handle Manipulation changed
d0bbd874-ed84-472e-bd3b-b3b7f21f2650,Object Access: Audit Filtering Platform Packet Drop changed
968e8975-2578-465e-828d-33fe84a79756,Object Access: Audit Filtering Platform Connection changed
a0dca1ad-4379-48dc-8c2d-7bdf6cb18092,Object Access: Audit File System changed
1d0d4417-7ad8-4e29-824a-09cdf63be43b,Object Access: Audit Certification Services changed
1d9f5b98-63f1-4b53-822c-f1f6a6f39ec0,Object Access: Audit Application Generated changed
0b54d69a-9b5a-4d71-9304-7f63bae15b4c,NLM: Network name removed
3b1c684c-b5e2-48c9-b4e9-6c6c4f9396d7,NLM: Network name permissions removed
9c0e798c-1d3d-4d20-943f-0b5c25fc4f26,NLM: Network name permissions changed
9ae6f5d5-9117-4f7b-b326-25c223a84a08,NLM: Network name permissions added
9c4ead50-1413-4b4c-a0a3-0933841284a9,NLM: Network name changed
24504d72-f5df-4d2b-bc47-bbb4dbe04676,NLM: Network name added
75313788-dd1a-4416-bf09-95a6d69c8865,NLM: Network icon removed
32d89af1-f95f-47ea-8148-99ec674cd45c,NLM: Network icon permissions removed
d6ffbbad-3a75-4123-b971-deaec24c340a,NLM: Network icon permissions changed
ff009a3f-9e3c-4646-8630-d72d18d2cad3,NLM: Network icon permissions added
abc8f567-dd9c-492c-836f-e2ede1f49944,NLM: Network icon changed
59d0c4a8-7461-40c3-8ad2-48bfae5e0876,NLM: Network icon added
ce159983-12e9-4d2a-ad8c-ca51055ea031,NLM: Location type removed
e1a71cef-65a5-4cf4-9a30-3eaa0a0ab9f4,NLM: Location type permissions removed
f9386434-7fe7-4214-a553-d8132d32442c,NLM: Location type permissions changed
119c6598-9498-4805-b47f-f829da51414f,NLM: Location type permissions added
4e2811b0-2f7e-4ceb-a4bc-dd3263293cd0,NLM: Location type changed
462e50d6-a1fb-4aa0-a978-1b5b8281acf0,NLM: Location type added
5c562b46-a28c-4c25-8870-896801a5fc41,Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers
55bc242f-faa7-4ad2-ac6d-44675052594f,Network security: Restrict NTLM: NTLM authentication in this domain
c7c56e70-008b-4057-ba42-5bbc2a3d6b1e,Network security: Restrict NTLM: Incoming NTLM traffic
32369c9f-9a19-41b3-89f5-d63fd1a6377b,Network security: Restrict NTLM: Audit NTLM authentication in this domain
388f2404-9341-4287-9353-1957f44fd44b,Network security: Restrict NTLM: Audit Incoming NTLM Traffic
8b5ef2c3-9b67-4f15-9e42-8bda0b9dd0c7,Network security: Restrict NTLM: Add server exceptions in this domain
2e17090c-9a8a-4b39-bf62-1721f3d93c06,Network security: Restrict NTLM: Add remote server exceptions for NTLM authentication
4e6b3321-b651-4e75-a3ef-122467159ca1,Network Security: Minimum Session Security For NTLM SSP Based (Including Secure RPC) Servers policy changed
04620d78-9b19-4565-9b94-e473c3994f41,Network Security: Minimum Session Security For NTLM SSP Based (Including Secure RPC) Clients policy changed
65fcaf39-7d1b-4036-ae8f-2e4c203c0dfc,Network Security: LDAP Client Signing Requirements policy changed
a07b27a3-4056-4148-8d86-36784f3c0e4e,Network Security: LAN Manager Authentication Level policy changed
cf0be2d7-0aae-4e3f-9b39-8aed4192acc2,Network Security: Force Logoff When Logon Hours Expire policy changed
3ec2bb22-2ce0-4735-b1b3-5aec22993fd0,Network Security: Do Not Store LAN Manager Hash Value On Next Password Change policy changed
585a5713-b4ac-4a8e-90a9-e649d962daf3,Network security: Configure encryption types allowed for Kerberos
f8e608d8-c2a7-4a38-b24b-54387f21f766,Network security: Allow PKU2U authentication requests to this computer to use online identities
b9af3681-7f69-4207-b5dc-18c92a78ffdc,Network security: Allow LocalSystem NULL session fallback
5d19a461-af61-42f0-908f-2d9f6b6b4b99,Network security: Allow Local System to use computer identity for NTLM
3d68363b-6f62-4883-9211-54906bcb240c,Network Access: Sharing And Security Model For Local Accounts changed
0977b508-299c-4ba6-9688-9c953dce3ad2,Network Access: Remotely Accessible Registry Paths policy changed
29f0f27f-5916-451a-ad04-bf8a24979a90,Network Access: Remotely Accessible Registry Paths And Sub-Paths changed
9ec6b31f-7430-46ae-a205-c9016aea7c7a,Network Access: Named Pipes That Can Be Accessed Anonymously changed
90e0db12-ed7a-4d55-9d12-f12398f40904,Network Access: Let Everyone Permissions Apply To Anonymous Users policy changed
280f3af2-d856-4c6d-8ba5-7f0f16439cce,Network Access: Do Not Allow Storage Of Credentials Or .NET Passports For Network Authentication policy changed
22d3d87d-a3a9-45c1-a6e2-58beed7a0f8d,Network Access: Do Not Allow Anonymous Enumeration Of SAM Accounts policy changed
4241b37c-bf28-438b-88c8-b70dda5565bb,Network Access: Allow Anonymous SID/Name Translation policy changed
5531d230-e648-4fc2-8d5f-33e5054f6cd3,NAP: Wireless EAPOL enforcement client for Windows XP changed
0b2aecb8-334f-4b74-80bd-05ad7cdf8032,NAP: Remote access enforcement client for Windows XP and Windows Vista changed
d4809816-e8c0-4b52-b987-c6e3cf7e3006,NAP: RD Gateway Quarantine Enforcement Client changed
850c873c-136e-4d67-bb97-a6ae9d5db2c0,NAP: IPsec Relying Party changed
026ef95f-5539-4667-9eda-710f157744bd,NAP: EAP Quarantine Enforcement Client changed
579ab151-7dfb-4cbd-b4e5-5929d7fb738d,NAP: DHCP Quarantine Enforcement Client changed
9f482d03-f525-4d94-8ef8-0ff0848f68c3,NAP User Interface Title changed
18a73780-52fa-428d-b6a5-1ae30690e3dc,NAP User Interface Image File Name changed
cd138a0d-763b-49c8-b342-7866e99aa934,NAP User Interface Image File changed
8f9176a0-fa38-426c-85ce-689af33e478a,NAP User Interface Description changed
cafd3aba-36da-48ce-a81b-e35cfdd60c96,NAP Client Health Registration Settings: Trusted server URL removed
3010f207-d0e1-460d-b8ac-8c7c31ef1a32,NAP Client Health Registration Settings: Trusted server URL changed
5cce9ba0-5cc1-43f5-a40c-2ea6e3c3f36c,NAP Client Health Registration Settings: Trusted server URL added
1c443c43-905e-4d9a-89c0-24f13fa8d232,NAP Client Health Registration Settings: Trusted server group removed
7315e338-ce5f-43b7-bf8a-d1315feb0a18,NAP Client Health Registration Settings: Trusted server group added
0a68d1e2-fb06-44f1-b57c-e7b791b70420,NAP Client Health Registration Settings: Require server verification changed
1ce0017c-1e48-4dfe-b9d0-1e8092b98109,NAP Client Health Registration Settings: Hash Algorithm changed
55c73f3b-3973-474f-b16e-9aec4a75ba1b,NAP Client Health Registration Settings: CSP Key Length changed
431ed2d1-cf94-4ffe-a6c5-8c52adc0806e,NAP Client Health Registration Settings: CSP changed
a18b7829-7ff6-4779-8d07-33d327f72e15,Modify Firmware Environment policy changed
59379928-d061-41e7-be64-c4495908a343,Modify an object label
2a53baa9-a04e-4102-858f-d157ebe54413,Microsoft network server: Server SPN target name validation level
3c84d346-ad0c-49d9-b1d4-d38d462c94e8,Microsoft Network Server: Disconnect Clients When Logon Hours Expire policy changed
8d672b9e-5e54-44d6-aff5-b7477bc46c8b,Microsoft Network Server: Digitally Sign Communications (If Client Agrees) policy changed
e3f7b479-db24-4d77-969c-9edd15b2eb3b,Microsoft Network Server: Digitally Sign Communication (Always) policy changed
d26ac620-8411-4272-9d28-a33afccf6bdc,Microsoft Network Server: Amount Of Idle Time Required Before Suspending Session policy changed
24d3325d-265a-41f9-a192-fbd6fa58e6ba,Microsoft Network Client: Send Unencrypted Password To Connect To Third-Party SMB Servers policy changed
d44aa5b6-a008-4891-8468-f658dd55e217,Microsoft Network Client: Digitally Sign Communications (If Server Agrees) policy changed
f1932e02-84a0-43d5-a0b3-4faf6a985a96,Microsoft Network Client: Digitally Sign Communications (Always) policy changed
5d6b71c1-5412-4d14-ae38-dc6a4b2988be,Membership removed from group in the Restricted Group policy
37655948-1738-4f20-be85-d3740a764301,Membership added to group in the Restricted Group policy
30a2831e-3557-4c0b-a0bb-ad179172c5ec,Member removed from group in the Restricted Group policy
1eee33a3-5da9-42e8-854a-2da07a264293,Member added to group in the Restricted Group policy
44000d50-6f52-4fae-8ec7-3a914b7ce1f2,Maximum System Log Size policy changed
b41c5203-aada-4efa-a75d-d38c4225a38d,Maximum Security Log Size policy changed
7881bee8-f3de-4579-8968-94ff629952dc,Maximum Application Log Size policy changed
ffddccfd-1b28-4abc-b8db-a2e5addddad4,Manage Auditing And Security Log policy changed
49298438-ed7d-4bc3-a712-f82b6ddd8685,Logon/Logoff: Audit Special Logon changed
87fc8444-d692-49f1-941a-a987c8d065b4,Logon/Logoff: Audit Other Logon/Logoff Events changed
a0791fb5-0a3b-4438-a33f-c9695cc89cc2,Logon/Logoff: Audit Network Policy Server changed
73e39a46-7c96-493e-8612-5b8cd72d0658,Logon/Logoff: Audit Logon changed
0e8f6be3-3739-4a05-bd1a-1236c2127776,Logon/Logoff: Audit Logoff changed
479862a0-2c92-4101-adbb-3fe85b721ff4,Logon/Logoff: Audit IPsec Quick Mode changed
ce89cb26-ab8f-440b-bf54-5c6d1b01431c,Logon/Logoff: Audit IPsec Main Mode changed
7b254f3b-01df-4397-8695-c3750804c40e,Logon/Logoff: Audit IPsec Extended Mode changed
fc9d3665-cae6-4cbe-a559-d4e99cbf3a38,Logon/Logoff: Audit Account Lockout changed
71d7617f-198f-487e-98bc-4ac77ad3a1e3,Log On As A Service policy changed
5721584e-3628-44eb-ad39-22bd3d305530,Log On As A Batch Job policy changed
d8dcc093-ae58-4008-85f5-4c89d3621bdc,Lock Pages In Memory policy changed
ba953c59-ab93-48a8-afb3-ded8e3b2057a,Load And Unload Device Drivers policy changed
629d0c2e-0592-46a6-9e2f-0382fdc9f2cc,IP Security Policy un-assigned
f355e901-7e08-494a-bbd5-e2ef10536971,IP Security Policy assigned
04df6beb-02b4-4684-a97c-a0662e888a8f,Intermediate Certificate Authorities removed
5cb45f9f-7b7e-472f-b446-821c8f0309a4,Intermediate Certificate Authorities changed
7437443f-9eb7-4de5-8382-4d36ecb3134d,Intermediate Certificate Authorities added
856c354e-a5e7-44c0-b47b-85224b9a184d,Interactive Logon: Smart Card Removal Behavior policy changed
65a13673-2c13-47a6-93cc-ae40196605f6,Interactive Logon: Require Smart Card policy changed
c07b0a3b-6567-470c-8a7c-fda8af876c13,Interactive Logon: Require Domain Controller Authentication To Unlock Workstation policy changed
d8932cf2-1c31-449e-bff7-06f4894d11a9,Interactive Logon: Prompt User To Change Password Before Expiration policy changed
7e3f0a6d-bde4-45b4-8f0f-c2b2fcfec4cf,Interactive Logon: Number Of Previous Logons To Cache (In Case Domain Controller Is Not Available) policy changed
aef92cc6-e097-4a98-beb4-1c6d495bbe25,Interactive Logon: Message Title For Users Attempting To Log On changed
f6b78612-a88d-4539-8e02-5ceb10325b12,Interactive Logon: Message Text For Users Attempting To Log On policy changed
1d0e6f49-f0d1-4556-83f9-c108cd2070c5,Interactive Logon: Do Not Require CTRL+ALT+DEL policy changed
16abb4ad-e257-4e9a-a01f-d1f11a1806b2,Interactive Logon: Do Not Display Last User Name policy changed
22a716a6-e375-45f5-8847-d22ac1a09cdb,"Interactive Logon: ""Display user information when the session is locked"" policy changed"
5da19499-b9a9-465b-89bb-55d0b8292df2,Increase Scheduling Priority policy changed
7078f1a8-f479-4a32-99b7-a979f5999789,Increase a process working set
93053e54-33ff-4dd9-8d51-2ed73d5e56f6,Impersonate A Client After Authentication policy changed
d7abaced-e518-4301-95e6-cf7d4fbb5309,Group removed from the Restricted Group policy
116a5430-aeec-4f8c-a0f9-37f02c5a431b,Group added to the Restricted Group policy
38950495-8d5a-4df9-a801-ffd147419e83,Global Object Access Auditing: Registry changed
03ec1536-237b-4d11-a952-866fb1fa8d1b,Global Object Access Auditing: File system changed
3ea6105e-eecb-48a9-bf36-551734f95545,Generate Security Audits policy changed
0877bb20-6d79-4da1-b7ae-fc9c0a13fac5,Force Shutdown From A Remote System policy changed
54fae85b-35b2-456d-845b-cef449139875,File or folder removed from File System policy
70bc6dfe-b8b9-4c20-9f47-b57650ac5f4e,File or folder changed in File System policy
c5ef6cbc-8c94-42a2-a002-37c6ca092dbe,File or folder added to File System policy
9421a60f-15a2-498b-9e5d-35ff25b5df00,Enable Computer And User Accounts To Be Trusted For Delegation changed
9f9db93d-f40e-46a5-8efa-7360b8bc1c21,DS Access: Audit Directory Service Replication changed
f361eb01-ad51-4eac-8c2b-5476b583f82a,DS Access: Audit Directory Service Changes changed
d65d8d6c-738f-42d6-b279-9a91bcf8d5b0,DS Access: Audit Directory Service Access changed
2ae00dac-82ed-4ca6-9267-2a05689c6337,DS Access: Audit Detailed Directory Service Replication changed
85fed0f4-b777-4fd8-8035-fe7d81385a9f,Domain Member: Require Strong (Windows 2000 Or Later) Session Key policy changed
879621bf-2b8f-4b2e-aead-d0be8dc34c37,Domain Member: Maximum Machine Account Password Age policy changed
695fc8a7-4ec1-4355-8713-5dfc052763e7,Domain Member: Disable Machine Account Password Changes policy changed
57cdd694-1f39-4a0b-bf24-3915ee2ea4c5,Domain Member: Digitally Sign Secure Channel Data (When Possible) policy changed
c4617b6d-eaaa-430c-a66a-514ae7869415,Domain Member: Digitally Encrypt Secure Channel Data (When Possible) policy changed
8df7265b-272b-41de-b85e-3e907c2cfad3,Domain Member: Digitally Encrypt Or Sign Secure Channel Data (Always) policy changed
2abaf72b-d04d-4ad8-b6b4-233940a3ea28,Domain Controller: Refuse Machine Account Password Changes policy changed
696d147f-f8dd-41bd-91c9-d334e64edd86,Domain Controller: LDAP Server Signing Requirements policy changed
99410fb7-163a-44a4-b12c-259f571836b8,Domain Controller: Allow Server Operators To Schedule Tasks policy changed
b74cbd06-774b-414b-ba23-abc2d601da0e,Devices: Unsigned Driver Installation Behavior policy changed
aeac9a6a-4976-473f-b18c-0be554eb3860,Devices: Restrict Floppy Access To Locally Logged-On User Only policy changed
999e7353-d91c-46fc-93f8-d8598f7f8bce,Devices: Restrict CD-ROM Access To Locally Logged-On User Only policy changed
1954d85e-4c44-4345-9e4d-4ece7d77aca9,Devices: Prevent Users From Installing Printer Drivers policy changed
91f4658d-646d-4b18-bdea-72dae7c6a912,Devices: Allowed To Format And Eject Removable Media policy changed
ae81d0b1-b5a1-407d-aff5-5225988b512a,Devices: Allow Undock Without Having To Logon policy changed
4ff720d7-ce20-4515-bc13-d59e61525bcd,Detailed Tracking: Audit RPC Events changed
3c1cb7d5-bc11-42a6-8998-171efe8774c6,Detailed Tracking: Audit Process Termination changed
0740c8b4-5f38-4c00-b270-01446653a713,Detailed Tracking: Audit Process Creation changed
17f58c44-c669-4744-b56a-a9de9c85c7bf,Detailed Tracking: Audit DPAPI Activity changed
7b89852e-d864-45c7-bfb9-9b5021015413,Debug Programs policy changed
9723b60e-1d6b-4e3d-a160-ed87016d4205,DCOM: Machine Launch Restrictions security settings changed
92c5c489-84c3-4ce9-8ea7-00687d0f390f,DCOM: Machine Launch Restrictions policy undefined
3d2197cb-0622-45b8-937e-bc3926e768c7,DCOM: Machine Launch Restrictions policy defined
07f88896-7b5b-4c45-a6d1-a1b842e8a5a7,DCOM: Machine Access Restrictions security settings changed
70d17a84-a820-4d41-8380-973b38a6e2ca,DCOM: Machine Access Restrictions policy undefined
18c28360-77c7-4bb6-99f2-385e209a7edd,DCOM: Machine Access Restrictions policy defined
fe5bcc9b-f379-4bc3-8c66-973dd8caa56d,Create symbolic links
d765ab79-e949-4a75-99b1-214315e758ab,Create Global Objects policy changed
6731af54-a34c-4175-820c-52d6628e2043,Create A Token Object policy changed
d2ece710-f169-4036-9258-82a8bf2f7442,Create A Pagefile policy changed
49b801e6-7106-4e57-a25f-a32afd808ff5,Computer Software Restriction Unrestricted Zone Rule removed
9019f297-b961-4c5f-9eac-ef74eee51f62,Computer Software Restriction Unrestricted Zone Rule changed
d905f98f-35e9-4a3e-ab73-30590cab130c,Computer Software Restriction Unrestricted Zone Rule added
8957c0f1-2c1a-4f58-be33-7174d35d18f2,Computer Software Restriction Unrestricted Path Rule removed
f330cd36-6d9d-444b-ace3-0a34da644df2,Computer Software Restriction Unrestricted Path Rule changed
a3433359-10f2-408f-8af5-46fd61d4d07d,Computer Software Restriction Unrestricted Path Rule added
b817a6c3-1184-4456-b3a7-a018a3e2bd0b,Computer Software Restriction Unrestricted Hash Rule removed
c3e0c783-ec8a-41d5-b321-f94c2e32ba58,Computer Software Restriction Unrestricted Hash Rule changed
30e77ed3-ea47-45c3-9501-98592e7335e5,Computer Software Restriction Unrestricted Hash Rule added
00a6ad6e-f749-4aa5-b856-29e083c8e5d6,Computer Software Restriction Unrestricted Certificate Rule removed
18ef6744-a38e-4ad7-bc19-5ac1925e53b2,Computer Software Restriction Unrestricted Certificate Rule changed
92b3e9cb-42db-4c86-a3b3-34464f2b5e6e,Computer Software Restriction Unrestricted Certificate Rule added
269006af-bcf1-4f43-bb1b-a3a61611bc1b,Computer Software Restriction Trusted Publishers changed
412a1ca8-c189-45e1-96b0-437add8ce6e0,Computer Software Restriction Policies Default Security Level changed
77d27c4c-f895-4f75-8c50-ad0ee6566116,Computer Software Restriction Enforcement Users changed
55f9bec3-0035-4ed3-94cf-253919fee1d5,Computer Software Restriction Enforcement Files changed
06867407-883c-4107-9798-49becea415fb,Computer Software Restriction Disallowed Zone Rule removed
a8d97b8e-4777-4931-98b6-c61d85efca4f,Computer Software Restriction Disallowed Zone Rule changed
87162f42-5ba1-470d-85b0-5500717be975,Computer Software Restriction Disallowed Zone Rule added
1911b769-78a0-4259-90e0-45fae8b86533,Computer Software Restriction Disallowed Path Rule removed
00daada6-d59c-4bd9-ab95-214f0f3dc831,Computer Software Restriction Disallowed Path Rule changed
9dbfa3f5-49e3-4fd4-9af5-90b8bbf2cfc4,Computer Software Restriction Disallowed Path Rule added
91e2b2cb-5a2b-4268-ae0d-ff73320024a3,Computer Software Restriction Disallowed Hash Rule removed
f95cfd98-c724-46db-a7be-071ac18dc1f9,Computer Software Restriction Disallowed Hash Rule changed
aae8add8-f665-4e80-bf41-762001b6de4e,Computer Software Restriction Disallowed Hash Rule added
e9ac5cf2-d150-424e-a3ae-0ebe17e04335,Computer Software Restriction Disallowed Certificate Rule removed
49fa0808-bee5-4de1-9ab8-a17af2dd35da,Computer Software Restriction Disallowed Certificate Rule changed
fd18d33a-8d43-489b-aeb7-a7ed9d9c96c9,Computer Software Restriction Disallowed Certificate Rule added
924b84d9-81c9-48e7-9585-ade58844670e,Computer Software Restriction Designated File Types changed
30137d96-a102-4386-b994-0834105cc0cc,Computer Software Restriction Basic User Zone Rule removed
21533254-2731-4d6e-8e04-ac5bad0830a4,Computer Software Restriction Basic User Zone Rule changed
04b7c57d-9390-40b3-9667-dd2fcc30d07f,Computer Software Restriction Basic User Zone Rule added
37c21f7f-3741-453b-b245-870a6edfceb9,Computer Software Restriction Basic User Path Rule removed
fd3dc9ed-46ae-4e06-b885-11e00b0793a8,Computer Software Restriction Basic User Path Rule changed
2bee663f-eb6b-47c2-923a-696310d1f881,Computer Software Restriction Basic User Path Rule added
33a4f150-57a1-420c-bd4f-3e5e860512d9,Computer Software Restriction Basic User Hash Rule removed
c444e248-c711-4816-8280-66bb7f05bbf8,Computer Software Restriction Basic User Hash Rule changed
c52ed84f-f298-40c7-b407-4efb2dae79dc,Computer Software Restriction Basic User Hash Rule added
461d42b0-20b4-4d53-85da-3ea8ff6f2883,Computer Software Installation Policy removed
aaf7978d-4a13-4182-a09d-bdabf5053593,Computer Software Installation Policy changed
68117629-2335-4414-8eb4-49b3813b5c58,Computer Software Installation Policy added
939f7100-4728-4f57-8d81-b2b900795630,Computer Public Key Policies Trusted Root Certification Authority removed
27ac7a8a-0a67-48a3-b229-75e935d0cc4a,Computer Public Key Policies Trusted Root Certification Authority changed
cb795c1e-d72b-440f-97dd-f16caf3afc01,Computer Public Key Policies Trusted Root Certification Authority added
6a924ed7-80fe-496d-abfd-c56163e8f3d7,Computer Public Key Policies Enterprise Trust List removed
13d05503-7688-4407-acd0-b2437712d68b,Computer Public Key Policies Enterprise Trust List changed
a9a34558-69a1-4aa2-80a3-216dfc482104,Computer Public Key Policies Enterprise Trust List added
300d3672-5be5-4eba-b9af-e0956a138442,Computer Public Key Policies Encrypting File System DRA removed
9350aa33-733c-4901-b0bd-20337235d18c,Computer Public Key Policies Encrypting File System DRA changed
d15a8269-26f0-43ec-b82a-f218bc22b798,Computer Public Key Policies Encrypting File System DRA added
2c825a3b-7595-483a-8453-b06fca303daa,Computer Public Key Policies Automatic Certificate Request removed
85f31dd2-d9db-489f-8595-e4f6e2b1585a,Computer Public Key Policies Automatic Certificate Request changed
fe38a03c-ecc4-49c1-8403-c48ca480a27c,Computer Public Key Policies Automatic Certificate Request added
7babe21e-c98d-4e18-a298-274232a2a70b,Computer Public Key Policies Autoenrollment Settings changed
d09f432d-ac24-45ed-a643-05e6f25f840f,Computer Group Policy Script setting changed
49d39cdd-349e-48cc-b6c6-c7e5d271701d,Computer Group Policy Preference setting changed
115855cc-a4a0-4227-b966-d32b859c627b,Computer Administrative Template setting changed
ba8fb9c5-6a3a-41b4-b078-b3aa7eb65d36,Change the time zone
18dd2c74-04c2-4078-9e81-182319396ee4,Change The System Time policy changed
62c2e6ed-cada-4ee3-8799-6fc347aceddb,Central Access Policy removed from group policy
ea14375d-3545-4ba2-9a55-2574dc63a629,Central Access Policy added to group policy
dff34de6-0608-4342-a11b-58a523d899f9,Bypass Traverse Checking policy changed
222a2c3d-0cb6-4b04-b84c-afa2c4c85b85,BitLocker Drive Encryption removed
4ed5fc14-5c0d-48d1-994a-6a6086fb10e4,BitLocker Drive Encryption changed
55daa032-a81f-4524-a8f3-4af54f9a940a,BitLocker Drive Encryption added
3f4c9888-2b5b-476d-a18a-b0602c533b9d,Back Up Files And Directories policy changed
7b434ae5-569b-43d4-b59d-ba14fd96304a,Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings
56e28c7f-9a8f-4f9c-bb6b-66975b0eecfd,Allow Log On Through Terminal Services policy changed
a24182f9-b920-46cd-8f3f-ac1aa5159cda,Allow Log On Locally policy changed
fb7d73d8-d955-44d8-bf39-2fa825dc5e48,Adjust Memory Quotas For A Process policy changed
71370d65-f331-4617-9e4e-9f431bcd837e,Add Workstations To Domain policy changed
e7484c70-77b9-432e-a01e-473206eb38bc,Act As Part Of The Operating System policy changed
e19e7e93-0761-4967-a625-72ef6840f037,Accounts: Rename Guest Account policy changed
48f438b6-e6d2-4cc9-adcc-b08303a7c539,Accounts: Rename Administrator Account policy changed
28c80e68-50e6-413f-ac9e-15ec8a97b6cf,Accounts: Limit Local Account Use Of Blank Passwords To Console Logon Only policy changed
08ccc769-d853-47ab-9eda-87694d116770,Accounts: Guest Account Status policy changed
8e9956df-5b01-4d03-aa59-381fdfd43a47,Accounts: Administrator Account Status policy changed
a71cb6a3-5d6c-42f5-a5cb-261c668c22cd,Account Management: Audit User Account Management changed
605806ef-ef71-4da1-8082-e379250e4f9e,Account Management: Audit Security Group Management changed
19fe21f5-26e3-4d0f-998a-5708c4b39501,Account Management: Audit Other Account Management Events changed
773d3a92-fa65-4db4-a1ba-f440704a2d55,Account Management: Audit Distribution Group Management changed
f2d03151-1ad4-4681-8b33-819a1ab60caa,Account Management: Audit Computer Account Management changed
df202338-c8c7-465e-9434-9063fc461b8b,Account Management: Audit Application Group Management changed
0670f514-6096-4e21-837d-4a0bc504653f,Account Logon: Audit Other Account Logon Events changed
8182b728-1f3f-4135-bda2-260d3844af1a,Account Logon: Audit Kerberos Service Ticket Operations changed
d1afc93e-91fc-45e4-b262-f5e5f0f3c2c2,Account Logon: Audit Kerberos Authentication Service changed
09f58493-8d9f-4ba2-b9b2-b784b1e9227b,Account Logon: Audit Credential Validation changed
ae2f3b3d-9b0b-4d60-b236-fd54d96d9a2e,Access This Computer From The Network policy changed
a9ece4d1-c0de-4d38-a8d8-3b8d8f6c0654,Access Credential Manager as a trusted caller
1392e535-2c2c-4245-8db5-039de0c0b5a8,Computer service pack rolled back
7810f50e-bdc3-4e31-ab44-d33480edea3d,Licensed seats exceeded
cb7b3ebb-41f7-4d85-beb7-b23eed087edd,Computer service pack applied
1a6e44b2-bf76-4f2c-b2e1-197a2a123fd6,Group owner added
d8a83f65-3d9f-486e-8f17-9fbaccf9f8d6,Group owner removed
2a6e44b2-bf76-4f2c-b2e1-197a2a123fd8,Owner added to group
